Australia/Currie                |GMT+10:00|yes|alternative|not
Australia/Hobart                |GMT+10:00|yes|alternative|not
Australia/Melbourne             |GMT+10:00|yes|alternative|not
Australia/NSW                   |GMT+10:00|yes|alternative|not
Australia/Sydney                |GMT+10:00|yes|alternative|not
Australia/Tasmania              |GMT+10:00|yes|alternative|not
Australia/Victoria              |GMT+10:00|yes|alternative|not
Pacific/Guam                    |GMT+10:00|no |primary    |not
Australia/Queensland            |GMT+10:00|no |alternative|not
Antarctica/DumontDUrville       |GMT+10:00|no |alternative|not
Asia/Yakutsk                    |GMT+10:00|no |alternative|not
Australia/Brisbane              |GMT+10:00|no |alternative|not
Australia/Lindeman              |GMT+10:00|no |alternative|not
Etc/GMT-10                      |GMT+10:00|no |alternative|not
Pacific/Chuuk                   |GMT+10:00|no |alternative|not
Pacific/Port_Moresby            |GMT+10:00|no |alternative|not
Pacific/Saipan                  |GMT+10:00|no |alternative|not
Pacific/Truk                    |GMT+10:00|no |alternative|not
Pacific/Yap                     |GMT+10:00|no |alternative|not
Australia/Lord_Howe             |GMT+10:30|yes|primary    |fallback
Australia/LHI                   |GMT+10:30|yes|alternative|not
SST                             |GMT+11:00|no |primary    |fallback
Antarctica/Macquarie            |GMT+11:00|no |alternative|not
Asia/Sakhalin                   |GMT+11:00|no |alternative|not
Asia/Vladivostok                |GMT+11:00|no |alternative|not
Etc/GMT-11                      |GMT+11:00|no |alternative|not
Pacific/Efate                   |GMT+11:00|no |alternative|not
Pacific/Guadalcanal             |GMT+11:00|no |alternative|not
Pacific/Kosrae                  |GMT+11:00|no |alternative|not
Pacific/Noumea                  |GMT+11:00|no |alternative|not
Pacific/Pohnpei                 |GMT+11:00|no |alternative|not
Pacific/Ponape                  |GMT+11:00|no |alternative|not
Pacific/Norfolk                 |GMT+11:30|no |primary    |fallback
Pacific/Auckland                |GMT+12:00|yes|primary    |not
Antarctica/McMurdo              |GMT+12:00|yes|alternative|not
Antarctica/South_Pole           |GMT+12:00|yes|alternative|not
NST                             |GMT+12:00|yes|alternative|not
NZ                              |GMT+12:00|yes|alternative|not
Pacific/Fiji                    |GMT+12:00|no |primary    |fallback
Pacific/Funafuti                |GMT+12:00|no |alternative|not
Pacific/Kwajalein               |GMT+12:00|no |alternative|not
Pacific/Majuro                  |GMT+12:00|no |alternative|not
Pacific/Nauru                   |GMT+12:00|no |alternative|not
Pacific/Tarawa                  |GMT+12:00|no |alternative|not
Pacific/Wake                    |GMT+12:00|no |alternative|not
Pacific/Wallis                  |GMT+12:00|no |alternative|not
Asia/Anadyr                     |GMT+12:00|no |alternative|not
Asia/Kamchatka                  |GMT+12:00|no |alternative|not
Asia/Magadan                    |GMT+12:00|no |alternative|not
Etc/GMT-12                      |GMT+12:00|no |alternative|not
Kwajalein                       |GMT+12:00|no |alternative|not
Pacific/Chatham                 |GMT+12:45|yes|primary    |fallback
NZ-CHAT                         |GMT+12:45|yes|alternative|not
Pacific/Apia                    |GMT+13:00|no |primary    |fallback
Etc/GMT-13                      |GMT+13:00|no |alternative|not
MIT                             |GMT+13:00|no |alternative|not
Pacific/Enderbury               |GMT+13:00|no |alternative|not
Pacific/Tongatapu               |GMT+13:00|no |alternative|not
Etc/GMT-14                      |GMT+14:00|no |primary    |fallback
Pacific/Fakaofo                 |GMT+14:00|no |alternative|not
Pacific/Kiritimati              |GMT+14:00|no |alternative|not
